City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,date
Katangli,100,RU,1611944622,93,51.7102,143.2326,3.24,13.78,2021-01-29 18:23:42
Port Alfred,0,ZA,1611944622,89,-33.5906,26.891,64.99,1.99,2021-01-29 18:23:42
Saint-Philippe,0,RE,1611944622,65,-21.3585,55.7679,80.6,3.44,2021-01-29 18:23:42
Nikolskoye,90,RU,1611944623,93,59.7035,30.7861,32.0,6.71,2021-01-29 18:23:43
Saskylakh,38,RU,1611944623,79,71.9167,114.0833,-38.97,2.48,2021-01-29 18:23:43
Mahébourg,75,MU,1611944623,78,-20.4081,57.7,80.6,11.5,2021-01-29 18:23:43
Faya,0,SA,1611944624,82,18.3851,42.4509,59.0,6.91,2021-01-29 18:23:44
Lebu,98,CL,1611944624,95,-37.6167,-73.65,58.78,2.08,2021-01-29 18:23:44
Hithadhoo,92,MV,1611944624,75,-0.6,73.0833,82.0,7.94,2021-01-29 18:23:44
Yellowknife,20,CA,1611944625,76,62.456,-114.3525,-18.99,8.05,2021-01-29 18:23:45
Eureka,4,US,1611944392,93,40.8021,-124.1637,45.0,4.41,2021-01-29 18:19:52
Kapaa,90,US,1611944625,83,22.0752,-159.319,73.0,19.57,2021-01-29 18:23:45
Hermanus,8,ZA,1611944625,77,-34.4187,19.2345,68.0,7.34,2021-01-29 18:23:45
Karpathos,20,GR,1611944625,58,35.507,27.2132,59.0,11.5,2021-01-29 18:23:45
Tiksi,88,RU,1611944626,85,71.6872,128.8694,-30.64,5.26,2021-01-29 18:23:46
Sangre Grande,40,TT,1611944626,51,10.5835,-61.1177,87.8,9.22,2021-01-29 18:23:46
Port Elizabeth,0,ZA,1611944621,82,-33.918,25.5701,66.2,6.91,2021-01-29 18:23:41
Avarua,20,CK,1611944627,78,-21.2078,-159.775,82.4,8.05,2021-01-29 18:23:47
Manavālakurichi,20,IN,1611944628,78,8.1333,77.3,80.6,4.5,2021-01-29 18:23:48
Suntar,86,RU,1611944628,76,62.1444,117.6319,-49.88,1.54,2021-01-29 18:23:48
Misratah,17,LY,1611944628,57,32.3754,15.0925,65.97,9.04,2021-01-29 18:23:48
Iqaluit,1,CA,1611944629,70,63.7506,-68.5145,-13.0,27.63,2021-01-29 18:23:49
Amilly,75,FR,1611944629,83,47.9728,2.7719,48.99,13.4,2021-01-29 18:23:49
Atuona,10,PF,1611944629,75,-9.8,-139.0333,78.85,19.6,2021-01-29 18:23:49
Saldanha,0,ZA,1611944629,87,-33.0117,17.9442,65.64,13.29,2021-01-29 18:23:49
Atagay,100,RU,1611944630,92,55.1033,99.3875,1.0,1.57,2021-01-29 18:23:50
Chokurdakh,100,RU,1611944630,87,70.6333,147.9167,-23.03,7.76,2021-01-29 18:23:50
Viseu,89,PT,1611944630,93,40.661,-7.9097,55.0,4.0,2021-01-29 18:23:50
Hilo,90,US,1611944281,88,19.7297,-155.09,66.2,3.44,2021-01-29 18:18:01
Talnakh,0,RU,1611944630,70,69.4865,88.3972,-32.8,0.72,2021-01-29 18:23:50
Mount Isa,98,AU,1611944631,54,-20.7333,139.5,84.2,4.61,2021-01-29 18:23:51
Kavieng,72,PG,1611944631,82,-2.5744,150.7967,82.94,16.15,2021-01-29 18:23:51
Bredasdorp,6,ZA,1611944631,77,-34.5322,20.0403,68.0,10.04,2021-01-29 18:23:51
Narovchat,96,RU,1611944632,96,53.8765,43.6946,26.4,13.69,2021-01-29 18:23:52
Luena,98,AO,1611944632,90,-11.7833,19.9167,64.4,2.42,2021-01-29 18:23:52
Esim,65,GH,1611944633,79,4.8699,-2.2405,80.29,7.58,2021-01-29 18:23:53
Roebourne,35,AU,1611944633,71,-20.7833,117.1333,82.74,1.61,2021-01-29 18:23:53
Deputatsky,100,RU,1611944633,86,69.3,139.9,-32.08,2.08,2021-01-29 18:23:53
Mushie,83,CD,1611944634,64,-3.0167,16.9,81.46,2.06,2021-01-29 18:23:54
Puerto Ayora,20,EC,1611944634,70,-0.7393,-90.3518,84.2,13.8,2021-01-29 18:23:54
Busselton,0,AU,1611944634,80,-33.65,115.3333,63.0,3.0,2021-01-29 18:23:54
Zhuhai,0,CN,1611944635,77,22.2769,113.5678,61.0,13.8,2021-01-29 18:23:55
Derzhavīnsk,3,KZ,1611944635,91,51.1,66.3167,20.52,11.41,2021-01-29 18:23:55
Chui,52,UY,1611944635,63,-33.6971,-53.4616,79.48,10.54,2021-01-29 18:23:55
George Town,20,MY,1611944635,73,5.4112,100.3354,81.0,5.75,2021-01-29 18:23:55
Dale,1,US,1611944636,64,38.1689,-86.99,36.0,9.22,2021-01-29 18:23:56
Santa Inês,97,BR,1611944636,75,-3.6667,-45.38,83.75,2.39,2021-01-29 18:23:56
Castro,100,BR,1611944636,93,-24.7911,-50.0119,68.2,7.16,2021-01-29 18:23:56
Pinotepa Nacional,78,MX,1611944636,25,16.3167,-98.0167,94.96,3.89,2021-01-29 18:23:56
Bata,70,GQ,1611944636,78,1.8639,9.7658,80.8,5.53,2021-01-29 18:23:56
Pottstown,90,US,1611944637,39,40.2454,-75.6496,26.01,19.57,2021-01-29 18:23:57
Amahai,100,ID,1611944637,78,-3.3333,128.9167,77.9,5.61,2021-01-29 18:23:57
Bluff,40,NZ,1611944637,81,-46.6,168.3333,46.85,2.48,2021-01-29 18:23:57
Lodwar,0,KE,1611944637,35,3.1191,35.5973,87.17,14.58,2021-01-29 18:23:57
Luba,20,GQ,1611944638,79,3.4568,8.5547,84.2,9.22,2021-01-29 18:23:58
Ribeira Grande,20,PT,1611944638,72,38.5167,-28.7,62.6,13.8,2021-01-29 18:23:58
Banda Aceh,89,ID,1611944638,84,5.5577,95.3222,77.54,12.84,2021-01-29 18:23:58
Tabas,57,IR,1611944639,16,33.5959,56.9244,51.8,4.36,2021-01-29 18:23:59
East London,40,ZA,1611944639,83,-33.0153,27.9116,71.6,4.61,2021-01-29 18:23:59
Posse,76,BR,1611944639,45,-14.0931,-46.3694,84.45,3.15,2021-01-29 18:23:59
Dunedin,17,NZ,1611944640,74,-45.8742,170.5036,51.01,1.99,2021-01-29 18:24:00
Hobart,75,AU,1611944419,94,-42.8794,147.3294,60.8,6.91,2021-01-29 18:20:19
Mount Gambier,75,AU,1611944640,94,-37.8333,140.7667,59.0,8.05,2021-01-29 18:24:00
Aranos,85,NA,1611944641,18,-24.1333,19.1167,86.41,13.98,2021-01-29 18:24:01
Perth,0,AU,1611944642,43,-31.9333,115.8333,72.0,26.46,2021-01-29 18:24:02
Mayumba,85,GA,1611944642,83,-3.432,10.6554,79.36,6.62,2021-01-29 18:24:02
Kladovo,97,RS,1611944642,82,44.6067,22.6119,39.33,2.1,2021-01-29 18:24:02
Saint Paul Harbor,90,US,1611944643,75,57.79,-152.4072,33.8,14.97,2021-01-29 18:24:03
Katobu,99,ID,1611944643,91,-4.9408,122.5276,75.4,3.4,2021-01-29 18:24:03
Beloha,100,MG,1611944643,78,-25.1667,45.05,79.27,11.92,2021-01-29 18:24:03
Yankton,90,US,1611944532,93,42.8711,-97.3973,30.0,12.66,2021-01-29 18:22:12
Mumford,89,GH,1611944644,81,5.2618,-0.759,80.71,8.48,2021-01-29 18:24:04
Mercedes,54,AR,1611944644,57,-34.6515,-59.4307,84.0,5.01,2021-01-29 18:24:04
Pontianak,75,ID,1611944644,94,-0.0333,109.3333,75.2,4.5,2021-01-29 18:24:04
Mossamedes,89,AO,1611944645,75,-15.1961,12.1522,74.68,12.53,2021-01-29 18:24:05
Saint-Pierre,0,RE,1611944645,65,-21.3393,55.4781,80.6,3.44,2021-01-29 18:24:05
Igarka,28,RU,1611944645,77,67.4667,86.5833,-28.97,6.31,2021-01-29 18:24:05
Yomou,9,GN,1611944647,35,7.5603,-9.2653,88.43,4.38,2021-01-29 18:24:07
Nanortalik,100,GL,1611944647,84,60.1432,-45.2371,35.01,7.76,2021-01-29 18:24:07
Bethel,20,US,1611944648,53,41.3712,-73.414,16.0,16.11,2021-01-29 18:24:08
Pevek,5,RU,1611944648,85,69.7008,170.3133,-28.17,3.29,2021-01-29 18:24:08
Formosa,75,AR,1611944649,58,-26.1775,-58.1781,91.4,11.5,2021-01-29 18:24:09
Homer,90,US,1611944649,80,59.6425,-151.5483,27.0,3.44,2021-01-29 18:24:09
Prymors'k,100,UA,1611944649,72,46.7348,36.3443,39.81,21.0,2021-01-29 18:24:09
Djibouti,75,DJ,1611944650,69,11.5,42.5,77.0,11.86,2021-01-29 18:24:10
Clyde River,1,CA,1611944650,77,70.4692,-68.5914,-13.0,9.22,2021-01-29 18:24:10
Susaki,9,JP,1611944651,87,33.3667,133.2833,32.52,4.45,2021-01-29 18:24:11
Torbay,90,CA,1611944651,86,47.6666,-52.7314,28.99,17.27,2021-01-29 18:24:11
Chokwé,20,MZ,1611944651,81,-24.5333,32.9833,77.34,6.35,2021-01-29 18:24:11
Tuatapere,28,NZ,1611944652,89,-46.1333,167.6833,42.87,3.33,2021-01-29 18:24:12
Adré,5,TD,1611944652,18,13.4667,22.2,73.9,18.81,2021-01-29 18:24:12
Fairbanks,75,US,1611944622,77,64.8378,-147.7164,1.99,2.84,2021-01-29 18:23:42
Kūstī,2,SD,1611944652,14,13.1629,32.6635,78.15,15.17,2021-01-29 18:24:12
Lompoc,90,US,1611944535,93,34.6391,-120.4579,48.2,6.91,2021-01-29 18:22:15
Yulara,90,AU,1611944653,61,-25.2406,130.9889,80.6,14.97,2021-01-29 18:24:13
Neuquén,40,AR,1611944355,68,-38.9516,-68.0591,68.0,8.05,2021-01-29 18:19:15
Provideniya,94,RU,1611944653,82,64.3833,-173.3,-9.06,9.01,2021-01-29 18:24:13
Skjervøy,20,NO,1611944654,57,70.0311,20.9714,14.0,16.11,2021-01-29 18:24:14
Sitka,90,US,1611944654,51,57.0531,-135.33,35.6,17.27,2021-01-29 18:24:14
Husavik,40,IS,1611944654,85,66.0449,-17.3389,14.0,2.3,2021-01-29 18:24:14
Horsham,40,GB,1611944655,87,51.064,-0.3272,48.99,11.5,2021-01-29 18:24:15
New Norfolk,76,AU,1611944655,83,-42.7826,147.0587,60.01,1.92,2021-01-29 18:24:15
Souillac,75,MU,1611944655,78,-20.5167,57.5167,80.6,11.5,2021-01-29 18:24:15
Kahului,40,US,1611944472,83,20.8947,-156.47,69.8,12.66,2021-01-29 18:21:12
Alice Springs,75,AU,1611944656,83,-23.7,133.8833,79.0,11.5,2021-01-29 18:24:16
Meulaboh,99,ID,1611944656,85,4.1363,96.1285,76.35,6.69,2021-01-29 18:24:16
Wāliṅ,0,NP,1611944657,55,27.9833,83.7667,46.9,3.74,2021-01-29 18:24:17
Nelson Bay,100,AU,1611944657,94,-32.7167,152.15,72.0,5.75,2021-01-29 18:24:17
Kutum,2,SD,1611944657,27,14.2,24.6667,62.76,13.42,2021-01-29 18:24:17
Oranjemund,0,NA,1611944658,77,-28.55,16.4333,63.43,21.7,2021-01-29 18:24:18
Barrow,40,US,1611944658,76,71.2906,-156.7887,-16.6,10.36,2021-01-29 18:24:18
Krk,75,HR,1611944658,93,45.0258,14.5731,50.0,6.91,2021-01-29 18:24:18
Ambilobe,100,MG,1611944546,90,-13.2,49.05,75.72,1.36,2021-01-29 18:22:26
Bambanglipuro,100,ID,1611944659,93,-7.95,110.2833,75.78,9.78,2021-01-29 18:24:19
Pangnirtung,1,CA,1611944659,84,66.1451,-65.7125,-11.2,2.01,2021-01-29 18:24:19
Lichinga,100,MZ,1611944660,99,-13.3128,35.2406,65.17,2.62,2021-01-29 18:24:20
Zhenlai,100,CN,1611944660,93,45.8495,123.2973,-1.39,7.16,2021-01-29 18:24:20
Dauriya,0,RU,1611944660,81,49.9333,116.8667,-29.79,3.04,2021-01-29 18:24:20
Xining,100,CN,1611944661,75,36.6167,101.7667,15.76,2.3,2021-01-29 18:24:21
Carnarvon,0,AU,1611944662,89,-24.8667,113.6333,78.8,8.05,2021-01-29 18:24:22
Kavaratti,0,IN,1611944662,69,10.5669,72.642,80.92,8.43,2021-01-29 18:24:22
Honningsvåg,75,NO,1611944662,79,70.9821,25.9704,21.2,12.66,2021-01-29 18:24:22
Saint George,90,US,1611944623,81,37.1041,-113.5841,45.0,9.22,2021-01-29 18:23:43
Blankenberge,31,BE,1611944596,81,51.3131,3.1323,48.0,7.0,2021-01-29 18:23:16
Baker City,75,US,1611944663,81,44.7749,-117.8344,39.2,2.1,2021-01-29 18:24:23
São Félix do Xingu,46,BR,1611944664,84,-6.6447,-51.995,84.24,1.03,2021-01-29 18:24:24
Weiswampach,85,LU,1611944664,94,50.1372,6.075,44.01,5.99,2021-01-29 18:24:24
Khatanga,0,RU,1611944651,72,71.9667,102.5,-46.23,2.24,2021-01-29 18:24:11
Lavrentiya,47,RU,1611944665,82,65.5833,-171.0,-16.31,14.41,2021-01-29 18:24:25
Caucayá,8,CO,1611944665,39,-0.1934,-74.7819,92.16,6.2,2021-01-29 18:24:25
Mount Vernon,20,US,1611944420,39,40.9126,-73.8371,24.8,20.71,2021-01-29 18:20:20
Nicoya,0,CR,1611944666,42,10.1483,-85.452,87.8,35.68,2021-01-29 18:24:26
Constitución,100,CL,1611944666,73,-35.3333,-72.4167,66.18,8.32,2021-01-29 18:24:26
Dikson,54,RU,1611944666,85,73.5069,80.5464,-33.27,5.19,2021-01-29 18:24:26
Te Anau,15,NZ,1611944666,90,-45.4167,167.7167,38.25,0.94,2021-01-29 18:24:26
Alexandria,40,EG,1611944667,58,31.2156,29.9553,57.2,16.11,2021-01-29 18:24:27
Tortolì,86,IT,1611944667,22,39.9256,9.6572,66.2,24.16,2021-01-29 18:24:27
Hanna,91,CA,1611944667,86,51.6334,-111.9018,3.0,4.0,2021-01-29 18:24:27
Labytnangi,4,RU,1611944668,80,66.6572,66.4183,-40.7,1.59,2021-01-29 18:24:28
Victoria Point,28,AU,1611944668,75,-27.5833,153.3,75.99,1.99,2021-01-29 18:24:28
Atambua,100,ID,1611944668,90,-9.1061,124.8925,74.93,6.17,2021-01-29 18:24:28
Ahipara,0,NZ,1611944669,82,-35.1667,173.1667,56.66,5.64,2021-01-29 18:24:29
Fruitvale,1,US,1611944669,56,39.0817,-108.4968,46.99,5.75,2021-01-29 18:24:29
Qaanaaq,0,GL,1611944669,59,77.484,-69.3632,-14.73,4.59,2021-01-29 18:24:29
Bengkulu,100,ID,1611944670,87,-3.8004,102.2655,75.67,4.65,2021-01-29 18:24:30
Tasiilaq,90,GL,1611944670,93,65.6145,-37.6368,17.6,20.71,2021-01-29 18:24:30
Filingué,0,NE,1611944670,14,14.3521,3.3168,80.62,9.31,2021-01-29 18:24:30
Port Blair,62,IN,1611944671,83,11.6667,92.75,79.05,7.09,2021-01-29 18:24:31
Comodoro Rivadavia,75,AR,1611944671,48,-45.8667,-67.5,62.6,6.91,2021-01-29 18:24:31
Druzhba,97,UA,1611944671,97,52.0428,33.9453,24.24,13.0,2021-01-29 18:24:31
Maués,64,BR,1611944461,57,-3.3836,-57.7186,89.89,2.17,2021-01-29 18:21:01
Changping,0,CN,1611944672,52,40.2186,116.2197,26.01,2.24,2021-01-29 18:24:32
Kulhudhuffushi,0,MV,1611944672,67,6.6221,73.07,80.91,8.37,2021-01-29 18:24:32
Mehamn,75,NO,1611944672,73,71.0357,27.8492,21.2,9.22,2021-01-29 18:24:32
Monrovia,40,LR,1611944672,74,6.3005,-10.7969,86.0,6.91,2021-01-29 18:24:32
San Patricio,40,US,1611944673,56,28.017,-97.5169,73.4,8.05,2021-01-29 18:24:33
Bilma,89,NE,1611944673,24,18.6853,12.9164,65.39,5.23,2021-01-29 18:24:33
Rensvik,75,NO,1611944673,80,63.1,7.8167,33.8,14.97,2021-01-29 18:24:33
Knysna,0,ZA,1611944673,72,-34.0363,23.0471,64.4,4.61,2021-01-29 18:24:33
Changde,82,CN,1611944674,73,29.0464,111.6783,47.53,1.99,2021-01-29 18:24:34
Hong Kong,0,HK,1611944587,77,22.2855,114.1577,60.01,1.01,2021-01-29 18:23:07
Majene,100,ID,1611944674,75,-3.5403,118.9707,79.48,7.45,2021-01-29 18:24:34
Methana,97,GR,1611944674,74,37.5823,23.3914,55.0,1.99,2021-01-29 18:24:34
Guarapari,20,BR,1611944628,58,-20.6667,-40.4975,87.8,19.57,2021-01-29 18:23:48
Kabare,40,CD,1611944675,82,-2.4683,28.8242,62.02,2.19,2021-01-29 18:24:35
Ambon City,40,ID,1611944675,83,-3.6954,128.1814,78.8,3.44,2021-01-29 18:24:35
Madimba,50,TZ,1611944675,83,-10.4,40.3333,80.2,9.33,2021-01-29 18:24:35
Aklavik,75,CA,1611944676,75,68.2191,-135.0107,-32.8,4.61,2021-01-29 18:24:36
Say,0,NE,1611944676,8,13.1007,2.3689,87.8,6.91,2021-01-29 18:24:36
Quixadá,95,BR,1611944676,36,-4.9714,-39.0153,93.4,6.76,2021-01-29 18:24:36
Kruisfontein,0,ZA,1611944676,72,-34.0033,24.7314,66.99,1.99,2021-01-29 18:24:36
Pingliang,76,CN,1611944677,70,35.5392,106.6861,29.35,2.53,2021-01-29 18:24:37
Margate,31,GB,1611944677,74,51.3813,1.3862,48.99,1.99,2021-01-29 18:24:37
Vaini,75,TO,1611944677,83,-21.2,-175.2,77.0,12.66,2021-01-29 18:24:37
Am Timan,0,TD,1611944678,15,11.0297,20.2827,83.07,4.47,2021-01-29 18:24:38
Tuktoyaktuk,20,CA,1611944678,74,69.4541,-133.0374,-34.6,4.61,2021-01-29 18:24:38
Isla Mujeres,75,MX,1611944678,53,21.2311,-86.731,77.0,14.97,2021-01-29 18:24:38
Nālūt,0,LY,1611944678,36,30.3333,10.85,58.35,5.82,2021-01-29 18:24:38
Moose Factory,90,CA,1611944679,78,51.2585,-80.6094,3.2,9.22,2021-01-29 18:24:39
Upernavik,40,GL,1611944679,80,72.7868,-56.1549,-8.5,11.65,2021-01-29 18:24:39
Los Llanos de Aridane,20,ES,1611944680,88,28.6585,-17.9182,68.0,8.05,2021-01-29 18:24:40
Kenai,90,US,1611944680,85,60.5544,-151.2583,8.6,3.44,2021-01-29 18:24:40
Severo-Kuril'sk,100,RU,1611944681,94,50.6789,156.125,20.59,20.29,2021-01-29 18:24:41
Maceió,75,BR,1611944646,83,-9.6658,-35.7353,78.8,2.3,2021-01-29 18:24:06
Velikooktyabr'skiy,89,RU,1611944681,97,57.4333,33.8159,25.38,7.99,2021-01-29 18:24:41
Coyhaique,20,CL,1611944486,39,-45.5752,-72.0662,60.8,9.22,2021-01-29 18:21:26
Touros,20,BR,1611944682,62,-5.1989,-35.4608,86.0,11.5,2021-01-29 18:24:42
Moree,69,AU,1611944682,56,-29.4667,149.85,71.6,12.66,2021-01-29 18:24:42
Katsuura,0,JP,1611944682,41,35.1333,140.3,37.4,12.66,2021-01-29 18:24:42
Grindavik,90,IS,1611944682,75,63.8424,-22.4338,33.8,9.22,2021-01-29 18:24:42
Crateús,96,BR,1611944683,39,-5.1783,-40.6775,92.75,7.76,2021-01-29 18:24:43
Haines Junction,100,CA,1611944683,77,60.7522,-137.5108,-11.2,1.92,2021-01-29 18:24:43
Penzance,95,GB,1611944683,93,50.1186,-5.5371,48.99,6.91,2021-01-29 18:24:43
Jaumave,1,MX,1611944683,38,23.4167,-99.3833,75.0,9.22,2021-01-29 18:24:43
Nhulunbuy,79,AU,1611944684,89,-12.2333,136.7667,80.6,8.05,2021-01-29 18:24:44
Ancud,0,CL,1611944684,52,-41.8697,-73.8203,64.4,9.22,2021-01-29 18:24:44
Ponta do Sol,20,PT,1611944684,74,32.6667,-17.1,60.01,5.01,2021-01-29 18:24:44
Vila Velha,20,BR,1611944684,58,-20.3297,-40.2925,87.8,19.57,2021-01-29 18:24:44
Mareeba,75,AU,1611944685,88,-17.0,145.4333,77.0,10.36,2021-01-29 18:24:45
Longyearbyen,20,SJ,1611944685,55,78.2186,15.6401,-2.2,25.32,2021-01-29 18:24:45
Umm Kaddadah,0,SD,1611944685,22,13.6017,26.6876,70.54,18.66,2021-01-29 18:24:45
Fortuna,1,US,1611944685,100,40.5982,-124.1573,46.99,8.05,2021-01-29 18:24:45
Xingyi,12,CN,1611944686,98,24.1877,102.817,46.15,4.18,2021-01-29 18:24:46
Gorontalo,39,ID,1611944686,83,0.5412,123.0595,73.67,3.2,2021-01-29 18:24:46
Bacungan,40,PH,1611944686,69,9.9106,118.7022,80.6,18.41,2021-01-29 18:24:46
Vao,94,NC,1611944686,81,-22.6667,167.4833,76.3,19.82,2021-01-29 18:24:46
Planaltina,75,BR,1611944687,35,-15.4528,-47.6142,86.0,4.61,2021-01-29 18:24:47
Thompson,90,CA,1611944687,78,55.7435,-97.8558,1.4,4.61,2021-01-29 18:24:47
Laas,0,IT,1611944687,74,46.6166,10.7002,35.01,4.61,2021-01-29 18:24:47
Quelimane,75,MZ,1611944612,83,-17.8786,36.8883,84.0,5.75,2021-01-29 18:23:32
Villeneuve-Loubet,0,FR,1611944688,41,43.6666,7.1204,62.6,21.85,2021-01-29 18:24:48
Mbuyapey,1,PY,1611944688,54,-26.2,-56.75,91.69,8.75,2021-01-29 18:24:48
Qadirpur Ran,0,PK,1611944688,71,30.2924,71.6712,51.8,4.05,2021-01-29 18:24:48
Mastung,54,PK,1611944423,47,29.7994,66.845,42.64,1.79,2021-01-29 18:20:23
Narsaq,75,GL,1611944689,29,60.9167,-46.05,44.6,31.07,2021-01-29 18:24:49
Tommot,100,RU,1611944689,80,58.9564,126.2925,-34.92,1.3,2021-01-29 18:24:49
Xiaoweizhai,100,CN,1611944689,74,26.1903,107.5125,45.21,3.65,2021-01-29 18:24:49
São Filipe,100,CV,1611944690,52,14.8961,-24.4956,77.86,8.97,2021-01-29 18:24:50
Marovoay,40,MG,1611944690,89,-16.1,46.6333,80.6,4.61,2021-01-29 18:24:50
Alyangula,98,AU,1611944690,89,-13.8483,136.4192,80.6,5.75,2021-01-29 18:24:50
The Valley,20,AI,1611944691,65,18.217,-63.0578,80.6,4.61,2021-01-29 18:24:51
Galveston,90,US,1611944691,72,29.3669,-94.9669,60.01,14.97,2021-01-29 18:24:51
Severomorsk,75,RU,1611944691,85,69.0689,33.4162,8.6,4.47,2021-01-29 18:24:51
Rodrigues Alves,75,BR,1611944692,79,-7.738,-72.6509,86.0,2.3,2021-01-29 18:24:52
Hasaki,20,JP,1611944692,51,35.7333,140.8333,33.8,11.5,2021-01-29 18:24:52
Okhotsk,76,RU,1611944692,81,59.3833,143.3,-13.11,6.96,2021-01-29 18:24:52
Weyburn,95,CA,1611944692,86,49.6668,-103.8511,15.8,20.71,2021-01-29 18:24:52
Camaná,3,PE,1611944692,60,-16.6228,-72.7111,76.35,9.6,2021-01-29 18:24:52
Cam Ranh,20,VN,1611944693,64,11.9214,109.1591,73.4,11.5,2021-01-29 18:24:53
Manzanares,0,ES,1611944693,67,38.9991,-3.3699,60.01,9.22,2021-01-29 18:24:53
Zabul Province,1,AF,1611944693,68,32.25,67.25,34.03,3.49,2021-01-29 18:24:53
Mar del Plata,0,AR,1611944689,30,-38.0023,-57.5575,82.4,13.8,2021-01-29 18:24:49
Solnechnyy,100,RU,1611944694,88,50.7214,136.6319,-7.08,6.26,2021-01-29 18:24:54
Muzhi,25,RU,1611944694,78,65.3667,64.6667,-40.54,3.85,2021-01-29 18:24:54
Rancho Palos Verdes,75,US,1611944595,67,33.7445,-118.387,57.0,3.44,2021-01-29 18:23:15
Marshall,1,US,1611944694,48,34.3834,-86.3333,45.0,4.05,2021-01-29 18:24:54
Srednekolymsk,100,RU,1611944694,84,67.45,153.6833,-29.76,3.69,2021-01-29 18:24:54
Vestmanna,75,FO,1611944695,64,62.1564,-7.1664,32.0,10.36,2021-01-29 18:24:55
Hambantota,40,LK,1611944695,100,6.1241,81.1185,75.2,2.3,2021-01-29 18:24:55
Pisco,0,PE,1611944666,73,-13.7,-76.2167,77.0,10.36,2021-01-29 18:24:26
Karratha,3,AU,1611944695,75,-20.7377,116.8463,82.27,2.06,2021-01-29 18:24:55
Havøysund,75,NO,1611944696,79,70.9963,24.6622,21.2,12.66,2021-01-29 18:24:56
Palmer,20,US,1611944696,48,42.1584,-72.3287,15.01,20.71,2021-01-29 18:24:56
Susanville,90,US,1611944696,93,40.4163,-120.653,33.8,0.83,2021-01-29 18:24:56
Ugep,64,NG,1611944697,18,5.8086,8.0812,87.57,1.48,2021-01-29 18:24:57
Sioux Lookout,20,CA,1611944697,66,50.1001,-91.917,8.6,4.61,2021-01-29 18:24:57
Nyaunglebin,20,MM,1611944697,75,17.95,96.7333,71.8,4.05,2021-01-29 18:24:57
Beringovskiy,79,RU,1611944697,85,63.05,179.3167,-14.51,9.62,2021-01-29 18:24:57
Wanning,61,CN,1611944698,81,18.8003,110.3967,66.45,6.26,2021-01-29 18:24:58
Leshukonskoye,100,RU,1611944698,94,64.8989,45.7622,11.68,11.07,2021-01-29 18:24:58
Port Lincoln,96,AU,1611944698,72,-34.7333,135.8667,62.91,13.53,2021-01-29 18:24:58
Padang,75,ID,1611944698,94,-0.9492,100.3543,75.2,1.14,2021-01-29 18:24:58
Mmabatho,0,ZA,1611944699,68,-25.85,25.6333,73.4,5.75,2021-01-29 18:24:59
Concepción,90,CL,1611944526,100,-36.827,-73.0498,59.0,14.97,2021-01-29 18:22:06
Roald,90,NO,1611944699,86,62.5833,6.1333,33.8,14.97,2021-01-29 18:24:59
Santa Marta,20,CO,1611944429,62,11.2408,-74.199,87.8,8.05,2021-01-29 18:20:29
Maniitsoq,0,GL,1611944700,77,65.4167,-52.9,24.26,5.06,2021-01-29 18:25:00
Nome,40,US,1611944700,71,64.5011,-165.4064,-2.2,4.36,2021-01-29 18:25:00
